ConceptId,ProviderId,DataCenter,VersionId,MetadataFormat
C1214313076-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214314031-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311450-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313469-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312543-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313744-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308607-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1351115586-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305848-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312446-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311353-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1366863881-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308306-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311449-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313760-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313458-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1292611424-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305671-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384657154-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311461-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313003-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1267618553-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311476-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305558-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313678-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313636-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305697-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384659954-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313513-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311638-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311395-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1441988218-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311670-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312952-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305682-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1409214638-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308429-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313474-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306667-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308537-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1291658958-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313034-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1380160830-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384659938-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308649-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305817-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305590-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306586-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311654-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313508-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311311-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1278305411-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305778-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313485-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311492-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306560-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308483-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214571593-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308526-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313717-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305493-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312569-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311704-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311418-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311214-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1459955321-AU_AADC,AU_AADC,AU/AADC,1,dif
C1214311719-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313131-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306351-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214314112-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305710-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311364-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384657659-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313566-AU_AADC,AU_AADC,AU/AADC,1,dif
C1214313292-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306641-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313593-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311160-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313377-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312994-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313597-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1380161244-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313810-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312978-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308553-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305639-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311735-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313281-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305794-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305844-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384659556-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306636-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311191-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384657574-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306625-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313045-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311229-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305543-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311241-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313632-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311746-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308568-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313759-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311380-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311515-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312651-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312538-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313346-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305574-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1420798388-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1273648982-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311788-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306597-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311445-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312554-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313029-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311708-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311272-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312635-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1458091341-AU_AADC,AU_AADC,AU/AADC,1,dif
C1214308579-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313582-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308618-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313087-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312813-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311245-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311203-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312570-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313702-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313647-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311379-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313898-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311801-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306571-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306683-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305802-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311175-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1384657165-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214314000-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214560074-EUMETSAT,EUMETSAT,EUMETSAT,Not provided,dif
C1239566354-EUMETSAT,EUMETSAT,EUMETSAT/OSISAF,2011-10-07,dif
C1239566381-EUMETSAT,EUMETSAT,EUMETSAT/OSISAF,2011-10-07,dif
C1244328471-EUMETSAT,EUMETSAT,EUMETSAT/OSISAF,2014-12-11,dif
C1214559854-EUMETSAT,EUMETSAT,EUMETSAT,Not provided,dif
C1239566369-EUMETSAT,EUMETSAT,EUMETSAT/OSISAF,2011-10-07,dif
C1225782892-EUMETSAT,EUMETSAT,EUMETSAT,2010-09-21,dif
C1214606157-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214610576-SCIOPS,SCIOPS,COLUMBIA/LDEO/IRI/CDL,Not provided,dif
C1214622216-SCIOPS,SCIOPS,UY/IAU/CUDA,Not provided,dif
C1214608540-SCIOPS,SCIOPS,COLUMBIA/LDEO/IRI/CDL,Not provided,dif
C1214607767-SCIOPS,SCIOPS,RSI,Not provided,dif
C1214604326-SCIOPS,SCIOPS,USAP/DCC,Not provided,dif
C1214155112-SCIOPS,SCIOPS,GLOBEC/US_GLOBEC,Not provided,dif
C1214584332-SCIOPS,SCIOPS,JP/RESTEC,Not provided,dif
C1214621790-SCIOPS,SCIOPS,CA/NRCAN/CTIS,Not provided,dif
C1214612356-SCIOPS,SCIOPS,MBARI,Not provided,dif
C1214585821-SCIOPS,SCIOPS,BR/INPE/DGI,Not provided,dif
C1214056455-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214584530-SCIOPS,SCIOPS,USF/CMS,Not provided,dif
C1214608441-SCIOPS,SCIOPS,UCAR/NCAR/RAP,Not provided,dif
C1214593987-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214136030-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI/GB,Not provided,dif
C1214597954-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214609004-SCIOPS,SCIOPS,IN/GSI,Not provided,dif
C1214613746-SCIOPS,SCIOPS,WHOI/UOPG,Not provided,dif
C1214155569-SCIOPS,SCIOPS,BE/RBINS/DOI,Not provided,dif
C1426414089-SCIOPS,SCIOPS,DOE/ORNL/NGEE_ARCTIC,Not provided,dif
C1214613982-SCIOPS,SCIOPS,DOI/USGS/GD/PUBS/WR/GEOPUBS,Version 1.0,dif
C1214587106-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214155088-SCIOPS,SCIOPS,LTER/HFR,Not provided,dif
C1214423785-SCIOPS,SCIOPS,DOC/NOAA/NWS/NDBC,Not provided,dif
C1214621826-SCIOPS,SCIOPS,CA/MB/MTGS/PDB,Not provided,dif
C1214594315-SCIOPS,SCIOPS,AU/AIMS,Not provided,dif
C1214055300-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214594551-SCIOPS,SCIOPS,UK/NERC/BAS/PDC,Not provided,dif
C1221420498-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214597796-SCIOPS,SCIOPS,U-NCL/EDDI,Not provided,dif
C1214614125-SCIOPS,SCIOPS,DOS/USAID/CARPE,Not provided,dif
C1214377622-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/GMD,Not provided,dif
C1214607914-SCIOPS,SCIOPS,INFOTERRA,Not provided,dif
C1214593864-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214614150-SCIOPS,SCIOPS,DOS/USAID/CARPE,Not provided,dif
C1214613845-SCIOPS,SCIOPS,VA/VDGIF/WDD,Not provided,dif
C1214594919-SCIOPS,SCIOPS,IOBIS,Not provided,dif
C1214598148-SCIOPS,SCIOPS,MD/GS,Not provided,dif
C1214585771-SCIOPS,SCIOPS,AWI,Not provided,dif
C1214590867-SCIOPS,SCIOPS,IOBIS,1,dif
C1214605556-SCIOPS,SCIOPS,JP/JODC,Not provided,dif
C1214593765-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214051889-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214611683-SCIOPS,SCIOPS,EPA/GLNPO,Not provided,dif
C1214602164-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1214591394-SCIOPS,SCIOPS,TU-BERLIN/KLIMA,Not provided,dif
C1214590717-SCIOPS,SCIOPS,USC/BARUCH/BMFL/NIWB,Not provided,dif
C1214154957-SCIOPS,SCIOPS,LTER/GCE,Not provided,dif
C1214614495-SCIOPS,SCIOPS,STANFORD-U/STAR/VLF,Not provided,dif
C1214622104-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/PP,1.0,dif
C1214056356-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214613056-SCIOPS,SCIOPS,IE/DTO,Not provided,dif
C1214603541-SCIOPS,SCIOPS,UC-BERKELEY/MVZ,Not provided,dif
C1214613896-SCIOPS,SCIOPS,DOI/USGS/CMG/WHSC,Not provided,dif
C1214426102-SCIOPS,SCIOPS,DOC/NOAA/OAR/ARL,Not provided,dif
C1214595237-SCIOPS,SCIOPS,SE/ME/SMHI,Not provided,dif
C1214593888-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1358089278-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/NCDC,Version 2,dif
C1214591651-SCIOPS,SCIOPS,MA/CZM,Not provided,dif
C1214595422-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214608355-SCIOPS,SCIOPS,KR/MMAF/NFRDI/KODC,Not provided,dif
C1214602940-SCIOPS,SCIOPS,U-KASSEL/CES,Not provided,dif
C1214612963-SCIOPS,SCIOPS,DOI/USGS/WRD/GIS,1.0,dif
C1214155224-SCIOPS,SCIOPS,EEA,1.0,dif
C1214591415-SCIOPS,SCIOPS,SI/NMNH,3.2.04 (0802221),dif
C1214607473-SCIOPS,SCIOPS,URI/GSO,Not provided,dif
C1214155187-SCIOPS,SCIOPS,GLOBEC/US_GLOBEC,Not provided,dif
C1214608120-SCIOPS,SCIOPS,URI/GSO,Not provided,dif
C1214586938-SCIOPS,SCIOPS,MBG,Not provided,dif
C1214595187-SCIOPS,SCIOPS,UNISI/DST,Not provided,dif
C1214598173-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214590939-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214607868-SCIOPS,SCIOPS,USDA/NASS,Not provided,dif
C1214607422-SCIOPS,SCIOPS,USDA/ARS/CGPRS,Not provided,dif
C1214611829-SCIOPS,SCIOPS,UN/CARTO,Not provided,dif
C1214614963-SCIOPS,SCIOPS,ZURICH/GEOG,Not provided,dif
C1214423561-SCIOPS,SCIOPS,DOC/NOAA/NWS/NCEP/CPC,Not provided,dif
C1214585708-SCIOPS,SCIOPS,DOE/ORNL/ESD/CDIAC,Not provided,dif
C1214608157-SCIOPS,SCIOPS,KANAZAWA-U/GSNST,Not provided,dif
C1214609969-SCIOPS,SCIOPS,DOD/NGA,Ed. 1,dif
C1407210266-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214611869-SCIOPS,SCIOPS,UN/CARTO,Not provided,dif
C1214056444-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214591725-SCIOPS,SCIOPS,MA/CZM,Not provided,dif
C1214620706-SCIOPS,SCIOPS,DOI/USGS/GD/PUBS/WR/GEOPUBS,Not provided,dif
C1214586406-SCIOPS,SCIOPS,IOBIS/OBIS-SEAMAP,Not provided,dif
C1214613302-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214591257-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214611238-SCIOPS,SCIOPS,UNEP/GRID-KATHMANDU,Not provided,dif
C1214595309-SCIOPS,SCIOPS,NSIDC,Not provided,dif
C1214611993-SCIOPS,SCIOPS,COLUMBIA/LDEO,Not provided,dif
C1214584305-SCIOPS,SCIOPS,COLUMBIA/LDEO/IRI/CDL,Not provided,dif
C1214613609-SCIOPS,SCIOPS,FR/IFREMER/SISMER,Not provided,dif
C1214593714-SCIOPS,SCIOPS,ODU/OEAS,Not provided,dif
C1214615182-SCIOPS,SCIOPS,CL/INACH/CENDA,Not provided,dif
C1214607114-SCIOPS,SCIOPS,DOE/ORNL/ESD/CDIAC,Revised December 2006,dif
C1214053483-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214603899-SCIOPS,SCIOPS,UMT/CFC/DECS,Not provided,dif
C1214423424-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/PSD,Not provided,umm-json
C1214055003-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214598542-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214615513-SCIOPS,SCIOPS,UKS/BINHM/PALEOBOT,Not provided,dif
C1214621987-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214598146-SCIOPS,SCIOPS,PANGAEA/DATA PORTAL FOR OBSERVATIONAL DATA,Not provided,dif
C1214614398-SCIOPS,SCIOPS,DARTMOUTH/GEOG/FLOOD,Not provided,dif
C1214607880-SCIOPS,SCIOPS,USDA/NASS,Not provided,dif
C1214594513-SCIOPS,SCIOPS,UK/NERC/BAS/PDC,Not provided,dif
C1214590137-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1406004888-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214600470-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1221420645-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214621693-SCIOPS,SCIOPS,UWI-MAD/IES/SAGE,Not provided,dif
C1214155484-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1407206760-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214621703-SCIOPS,SCIOPS,LA/DWF/MFD,Not provided,dif
C1214587168-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214586901-SCIOPS,SCIOPS,UC-RIVERSIDE/CNAS/ES,Not provided,dif
C1214602324-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1360020425-SCIOPS,SCIOPS,DOC/NOAA/NESDIS/NCDC,Not provided,dif
C1214621949-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/OFS,Not provided,dif
C1214155125-SCIOPS,SCIOPS,ICSU/SCAR/ANTABIF,Not provided,dif
C1214610651-SCIOPS,SCIOPS,DOE/ORNL/ESD/CDIAC,Not provided,dif
C1214586385-SCIOPS,SCIOPS,DE/GFZ,Not provided,dif
C1214586273-SCIOPS,SCIOPS,UCAR/UNIDATA,Not provided,dif
C1214594489-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1214597561-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214614000-SCIOPS,SCIOPS,DOI/USGS/GD/PUBS/WR/GEOPUBS,1.0,dif
C1214584714-SCIOPS,SCIOPS,DOD/USAF/AFCCC,Not provided,dif
C1214595273-SCIOPS,SCIOPS,SE/ME/SMHI,1.0,dif
C1214155497-SCIOPS,SCIOPS,ICSU/SCAR/SCAR-MARBIN,Not provided,dif
C1214586187-SCIOPS,SCIOPS,EPA/SUPERFUND,Not provided,dif
C1214111026-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214613968-SCIOPS,SCIOPS,CA/EPA/OEHHA,Not provided,dif
C1214584813-SCIOPS,SCIOPS,U-MIAMI/RSMAS,Not provided,dif
C1214603923-SCIOPS,SCIOPS,DOI/USGS/BRD/FRESC,Not provided,dif
C1214596898-SCIOPS,SCIOPS,IRIS/PASSCAL,Not provided,dif
C1214055410-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214591196-SCIOPS,SCIOPS,NSIDC,Not provided,dif
C1214613104-SCIOPS,SCIOPS,DOI/USGS/WRD/GIS,1.0,dif
C1214613883-SCIOPS,SCIOPS,GDAIS,Not provided,dif
C1214592140-SCIOPS,SCIOPS,MA/MASSGIS,Not provided,dif
C1214604807-SCIOPS,SCIOPS,IRIS,Not provided,dif
C1214613463-SCIOPS,SCIOPS,DOI/USGS/WRD/GIS,Not provided,dif
C1214154885-SCIOPS,SCIOPS,LTER/NWT,Not provided,dif
C1214593752-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214431098-SCIOPS,SCIOPS,DOC/NOAA/OAR/GLERL,Not provided,dif
C1214055065-SCIOPS,SCIOPS,UCAR/NCAR/CISL/RDA,Not provided,dif
C1214605383-SCIOPS,SCIOPS,NASA/JSC/CEO/ESRS,Not provided,dif
C1214591244-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214608454-SCIOPS,SCIOPS,UK/NCAS/BADC,Not provided,dif
C1214614026-SCIOPS,SCIOPS,DOI/USGS/PUBS/ER/PW/OFS,Not provided,dif
C1214600148-SCIOPS,SCIOPS,CRED,Not provided,dif
C1214614767-SCIOPS,SCIOPS,IGBP/IGAC/GEIA,Version 1,dif
C1214594229-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214607941-SCIOPS,SCIOPS,CA/NRCAN/ESS/GC/CCRS/GEO,Not provided,dif
C1214154995-SCIOPS,SCIOPS,LTER/GCE,Not provided,dif
C1214137987-SCIOPS,SCIOPS,DHHS/NIH/NLM/NCBI/GB,Not provided,dif
C1214608269-SCIOPS,SCIOPS,UHI/SOEST/OCEAN/LMO,Not provided,dif
C1214608009-SCIOPS,SCIOPS,UMD/GLCF,Not provided,dif
C1214421606-SCIOPS,SCIOPS,DOC/NOAA/NOS/CSC,Not provided,dif
C1214621691-SCIOPS,SCIOPS,UWI-MAD/IES/SAGE,Not provided,dif
C1214620881-SCIOPS,SCIOPS,IT/CNR/IDPA,Not provided,dif
C1214613698-SCIOPS,SCIOPS,WHOI/UOPG,Not provided,dif
C1214594083-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214614952-SCIOPS,SCIOPS,RUTGERS/CC/CRSSA,Not provided,dif
C1214612332-SCIOPS,SCIOPS,UWA/ESS/QRC/COSMOLAB,Not provided,dif
C1214430758-SCIOPS,SCIOPS,DOC/NOAA/OAR/ESRL/PSD/ETL,Not provided,dif
C1214610329-SCIOPS,SCIOPS,CO/CCC,Not provided,dif
C1214591910-SCIOPS,SCIOPS,DOI/USGS/SESC/SOFIA,Not provided,dif
C1214606861-SCIOPS,SCIOPS,USDA/ARS/USWCL,Not provided,dif
C1214584493-SCIOPS,SCIOPS,CA/EPA/ARB,Not provided,dif
C1214155273-SCIOPS,SCIOPS,GOMC,Not provided,dif
C1214587243-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214591688-SCIOPS,SCIOPS,MA/CZM,First,dif
C1214595408-SCIOPS,SCIOPS,SE/ME/SMHI,2008,dif
C1214598654-SCIOPS,SCIOPS,KR/KOPRI,Not provided,dif
C1214155248-SCIOPS,SCIOPS,GLOBEC/US_GLOBEC,Not provided,dif
C1214612554-SCIOPS,SCIOPS,DOI/USGS/CMG/WHSC,Not provided,dif
C1214603480-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/HBSL/BSB/FED,Not provided,dif
C1214585438-SCIOPS,SCIOPS,UHI/SOEST/METEO,Not provided,dif
C1214587144-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214608825-SCIOPS,SCIOPS,NO/NMDC/IMR,Not provided,dif
C1214594155-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214155176-SCIOPS,SCIOPS,GLOBEC/US_GLOBEC,Not provided,dif
C1214305736-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312682-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305585-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1366893750-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305589-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311793-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1297567621-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313331-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1444890381-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305628-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311500-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311322-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305767-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311368-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1437176029-AU_AADC,AU_AADC,AU/AADC,2,dif
C1214312596-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1438762320-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312774-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311298-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313030-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214306405-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214311669-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305860-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313427-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312721-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305640-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313540-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313555-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214312527-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214305505-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214308580-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
C1214313605-AU_AADC,AU_AADC,AU/AADC,Not provided,dif
