MD5Leo,DataCenter
Accaf5e788d7e940b7c8db4161f9f5a68,RU/ROSHYDROMET/FERHRI
Ab3ebb403da364cb527ccac6b017aba3d,CA/PARKS
Aeb70f9c6b9430a0033723073efc050eb,SUNYSB/EE
Aa05f85d14ecc9b9dcc7a20295d4966ad,JHU/APL/SD/SPS
Ad74b852f57c49933f71428153cff1e2c,MDA/GSI
A23e9d025fbb9ad44bce4ba27b59aaff4,TU-BERLIN/IWAWI
Abf0cc754d0a06ca9e463f3571b81624e,JP/JAXA/ISAS
A3143ed394c16ae56db3be1b40f002786,NASA/JPL/MISR
Aa0c81540945812983217268c923afb28,JP/JMA
A6fe9d9203c55a993d0fb20d92c1cd53e,JP/METI/AIST/KNIRI
A65a334b6befc78086b2c20540126e533,UCL/GEOENG/ICEDS
A11134fd7fdcf2cd03ec1b2d634014d7f,"WDC/MGG, BOULDER"
A494a63ed15dddfebb20799d85b21b746,ABDN/GEOG/CMCZM
Aa741bb0d38ea826393809dd140a9f0e1,DOC/NOAA/NESDIS/ORA/LSA
A5fea088db52a531a9cad6f453102562b,DOC/NOAA/OAR/ESRL/PSD/CAB
Aa12824866337bc609284800371ccf043,EBV
Afb511b8556749654622297a9af52f9c2,SIU/MICRO-BIO
A887f54a56680b44a180e0598e9128d6e,VRIJE-A/FES
A1a579a5f0bb0cf71fe200b28e007a681,LSC/METEO
A1468eb7de0789c3381f7ccd9fb5c41be,JP/AFFN/FISHERIES
A2421e1adff0a7a820078f567e0b44a66,UK/NMA/OS
A11a4d4f69e66f97be5cace5391f871bb,UNEP/WCMC
A09571a453ed45315723117ed90fc66fe,PRIC
Af72efbd587835739449b5e5bb59dd7f7,DHS/CG/NRC
A56b8d83bda8e662758cbf30ba550dcb9,SIENA/SOS/PHYSICS/ANTARCTIC
Abddedf0ec95ce981085ca6b4bdaebb8f,NASA/JPL/GRACE-TELLUS-0001
A756c1afb49f526e8fde49b109bce23f2,IEDA-EarthChem
Aaa7acb117363b433dbb5fe50e7217362,Meteorologie Spatiale
Afd95e59bd88deb3be7ef8161e9ad2022,CALTECH/SRL/ACE
A6ecbece1b0b8c125517c95a3b2dc37e1,DOI/USGS/WRD/NWIS
A61115424491a5ce033bf5e9db9b6732e,UQ/ENTOX
A8a37b3f996cf19f79e7a343150788d29,USDA/ARS/PSWMRL
Ab3cb9bc91d1f49d744a4a619c57c21f4,USDA/ARS/SPNRU
A8f18912da34b548d0b5101dff6756e71,EPA/ORD/NERL
Aadddd20a0ec2e4fab1028a689268b802,DOI/USFWS/FWMHR
Aed1c10620914611ee7a41853bba47966,U-HELSINKI/SEISMO
Aa8c166f7033e51bd2efdeb1e9fff9414,"Institut Francais de Recherche pour l'Exploitation de la Mer, Center d'Exploitation e"
A0670c4a175adfd0019b385e4aead5929,MSU/ECOL
A45e6fe9fa16e69c9b2fdb0aa3fed8594,DOC/NOAA/CLASS
A23585971f8a48d08fd65b0ef2c325829,UAM/DB
Ab6a98123dc114f82f355680ff58d0afd,CEDARE
Af53fb0a89fbc6647a8c4268e25d92534,WGMS
A1a2dcd42cb37058d5498ce913af29fc0,VT/ANR/DEC/WQ
Ab9f6d061abecff3c727fa7947dad6d35,OKAYAMA-MISASA/ISEI
A70f6d0b23ade80e4e5df16de89e6dd5d,ME/IFW
A163b922402abcef20f29d4b295140b2a,NASA/GSFC/SED/ESD/LA/MAPB
A80e3b73df932d4d4620e260a10836f74,UMAINE/NSFA
A24a380af822c02f04da82562da9f3837,URI/GSO
A72248b3fbf5da9994693304b825a4bc5,ME/DEP/BLWQ
A91ba141a2c324fedcbee39b290ecf7f7,NASA/GSFC/SED/ESD/HBSL/CSB
Ab9b61acc30a3d6c4fd0f1622aa1d63e4,CA/DFG/HCPB
A703af7a679b4cff821390eeaed93b3c7,VT/ANR/DEC/GS
A00f703fc5d81a25a0375061d3cc020c5,USDA/ARS/SWRC
Af9e620e409dbc5f337090d6d625603f1,DOI/USGS/BRD/ER/SSP
Aecc2698820407d735035096fee00c6e7,LDEO
A381a4c14690781ad493e5302296510cd,UCR/BIOLOGIA/MUSEO
A3e352ad084ab3cd329cf244adce7a9dd,NARA
A27c04d057977f798d461f071a507d345,ESA/ESOC
A4eae82ddb2776c227a0c2a89697d1571,CDDIS-GSFC
A6d06502b8c587fffd69e42d6d289d619,UK/DTI
A08d5c61bae62b20378f38e66e18e3a53,DOC/NOAA/OAR/NURP/NAGL
A016003891e53ff5f0f139093823b6a4b,MA/DFW/NHESP
A56cc11f8de28b2abfdd5457e83a8132c,CA/INAC
A714bfa59a0f084e660ad278fa3b4a868,DOC/NOAA/NMFS/NEFSC
A2cacdb6a0bac6460227917d189bde8d1,IT/INHS/ISS
A3790681e4cc7a1e3cc462743978ff279,CA/MB/MC/GEO/MRSC
A351072fdf5a6bbf6c1a94a0d7bb42905,ZA/CSIR/SADCO
Ada3d4834209e56cc655098e6e4a5669b,LSU/GEOL/OASIC
Aca2634157f2cd658df52ad56e5f3515c,NASA/JPL/PODAAC
Adb2b7a30731bd92a7043094375cff632,CA/EC/MSC/CMC
A448493ed79714fbd4dc13b62952d80dc,DOC/NOAA/NOS/NCCOS/HML
A48508b3e2066315432ef13eb3668eda7,UMAINE/CLIMATE
A3d525b76eb75a21681fa89be6f4d6347,Transvalor Innovation
A5e469e8cc16e4d3395bc8392800ec3e4,CA/MB/MC/GEO
Ab724383753c7e55e623cb3cb9e56ad22,VUW/SES/WC
A7aee1496edff33e5631a307c2daa8dcc,CA/EC/CARE
A6498fb519664189d3482ec2b56d7dd32,CA/NFLD/ENV/WRM
Ad252504e58ccf75f7161eb2567974e2d,DOI/USGS/BRD/FRESC
A1986a15d4c7913cc866ce21edc9605a3,USDA/FS/FHP
A068127f88063fa742b412217625e6de1,CO/ICN/UNAL
A11674b8eee14c773e3a165767c9a46a0,ES/CSIC/MNCN
Ab038b12bced2c95e9040059a0b08b2dc,"United States Antarctic Resource Center, U.S. Geological Survey, U.S. Department of the Interior"
A053bbf2f841fbf58212867ed8ba08e5c,CA/BC/SRM/RMD/LISD
A82978c23079fda7e0c9d6ff615be832a,UBIRM/PHYS-AST/AST-SP
A2b2434bda5c54924d2c061a4ea5d2761,UK/NERC/CEH-W
A335abed42518245c07d379743ae960c7,RPRI
Aaf7c7132fc123dfb13cc68ea27fa5a63,CA/STATSCAN/AG/SAGA
A8710f7357048948cf59627289e613f08,USAP/DCC
Aa5840ac3998ab12a27c878180214cbe1,CA/ACZISC SECRETARIAT
Ad45853718941bf938e9e518d94f5179b,KINKI-U/AERI
A37d85b522c98f3bfa7f9be548133a3f8,UCHILE/FCFM/DFI
A91835e8d336af8972ae6a79dfc13f1e9,UC-IRVINE/PHYSSCI/ESS
A3cedd2dbdd8589e36944cc9965f51ed2,FR/CNRS/CEBC
A580fbfe25420f397c052a610ea595b8c,NASA/JPL/ATMOS
A0cd5236f987a54de1b044b0d4b0efab2,UK/NERC/NEODAAS
Ad20588b4e65dcf3f0fb0cd328005a4dc,UWA/OCEAN
Accede0037f8e9938a50af9415213e6b6,MPI-CH/ACD
Ac7c338cdd9d0aa0d888fa149ea4df2e3,NASA/GSFC/SED/ESD/GCDC/OB.DAAC
Aa0df7fb9fdecaf6ddffed2fee0482fc0,UC-SC/IMS
A83a715c1d880a94ba9fbaf1cf7d28f5d,U-OSLO/ITA
A57f60a2b6fd3310d2a0dd829c6a0d4e8,USDA/OCE/WC/PUBS
A91b416741be6ae732e131cbaa81e5ec3,NASA/GSFC/SED/ESD/HBSL/BSB
Ac872797ce1d6d6941598d6585da0c78e,Landsat
A4c9bcb54649400de17c7293bb4ed07cd,CA/NRCAN/ESS/GSC/ATL
Af92bbdcc06cd014d3b3f78828737d7aa,UCO/LASP/EVE
A369aa2127fbd43cbb60df369be06de3e,WUR/ALTERRA
A8cc95000aefe981c51bc9c6d183b14d0,AU/RBGDT
A442a93b43262cd240b788e948ebf8c62,UC-SC/EARTH-SCI
A92bce7f1a9317b8ab055865bd479ee1c,ESRI
A1ef4fe26339a609ac9711ba36193fed0,Alaska Satellite Facility
A6c7328acdf0d2bac39a9efc711814b48,PRBO/CADC
A98a74ab76364ac9875fc92d9dbc9ff81,OK-STATE/GEOLOGY
A743498710dde7e15f7200dc68507b9ac,UWA/SAFS/UWFC
Aa22a94535e662e5da6cab61af5ec9475,UK/NERC/CEH-MW
Aff7f69d36c5c28c3e8e4ed32f6ce99cb,DOC/NOAA/NESDIS/NODC
Afa64aadfea37f32e859725c8522d69f2,HU/CAS/AIM
A9e1dedf8d88606ffa81a3d4e68274ec0,ICIMOD
A76857e0b53505c818c8d5caf6243dd17,CA/NB/DE
A95af995508ac8e8704adba67c521f1a3,FRG
A6591de290ea3d3a64df4843f60d236c4,JP/METI/AIST/JSS/GDS
A440e51441a73e191a958e84547497802,UNIVE/DAIS
A8a06198a729be80932a302a47af32104,ESA/EARTHNET
Af22160b95912de8f1268a939b8f771f2,UNAVCO
Ad7ff1ab3c31e15a69548196784645afc,ICARE
A28ef342b5128e6c41e405ea087b95433,USDA/ARS/GPSRU
A9f4f01de5cd83a705b59f0ccd785bcfc,UC-SB/BREN-ENVI/EIL
A9fde44e761588cf05dda98f210026eb7,NASA/JPL/ASTER
A2bd6f04f08a62d4f4def348a11d6c10d,JP/HCFES
A1103d9828dcdf03679d483a6973eceee,UMICH/UMMZ/ADW
A3c8008619b2656435485e95da25d0821,ELOKA
Aa275cf12e8ab244ae49982be4641d0d5,NAU/GEOL
A5eb6b1626ff2949bc76289a30522e14f,UTX-AUSTIN/IG/SDC
A5f5eb0f160a0bc8b8aa5a914f8d061df,NASA/GSFC/SED/ASD/APL
Ab46ed568913155ea215da1bb72e3a3af,OBS-VLFR/CYBER
Ad41b66b63df7900f0e1efcc2bd9424ed,EU/JRC/IES/LMU/ESDAC
Abc19ea575b59b98b6b867e6ec6fddf28,NSIDC_FGDC
A38288e5dca25a6332a807e3ed138fd9e,USC/BARUCH/BMFL
A988b430a894442de8a10c166757697bf,DOI/USGS/BRD/WERC/YNP
A4719b378fef1ff907baf8948d9df6576,UVA/ENVSCI/GECP
A8782122277a9afbabbfab7a7730fbb20,DOC/NOAA/NMFS/AFSC
Ac2fc9b33a4d13d11bfbcd82df0905004,UC-IRVINE/EEB
Acdc108d438511bf4841112c9a95df718,CA/EC/CIS
Af3cd0002c1a05e74ffb82158050b3dd3,USDA/ARS/BARC/ANRI/HRSL
A72602d21b93426e7902685a53eb41eba,NASA/GSFC/SED/ESD/HBSL/TIS/LTDR
A5464bffc81bbc0adcc52e89aba07daa8,EPA/OAR/OAQPS
Af7cf0102226bf60c8b2c3a08029fa737,ULG/AGO/COU
A216af44f8d79d37c67ef94b6c4c11fa7,DOC/NOAA/NMFS/AFSC/NMML
A1a65804d04ae6e0c4d31fcd2594a8f90,CA/NS/NATR/LSB/SD/GIS
A2def1b921752fc7db06a53343d003ec6,FI/FGI
Aae97181c0c0548befe9711373eb9f169,NASA/GSFC/SED/HSD/HPL/SPDF
Ae2809dcf4bd566c581b3d845cd6be667,SEEDS
A71c160201bc1e053ff7f279ad4d1f28e,NIFC/NICC
A188475397e99bd11bcd7c87701bdad74,TVA/ERC
A2f8e6df85b4c8d5140cb643e55be47a1,UMD/PD/SPG/WIND
A826f1773dc010c51db4b03eaf91bb21b,DOD/NGA
Abb049e4a9cd9e005fe1eea803b54e85f,FR/IFREMER/CERSAT
Ace8491c17662eca966aa6caf692e3975,CA/STATSCAN/AS/PAC-YUK
A61a4999a10fbd6eddc4456f1379551cd,SAHC
A128d7ccef9f8941b72f8a24f2bbbe0f0,JAXA Earth Observation Center
Af3fc8664c4bba06b8b9ea48a66d09145,ETI
A6da8b70a0d0a37438356372eb39008f9,CA/CWF
A301ccfaf864114216ffe46e7c91659c7,DOC/NOAA/OAR/PMEL/VENTS
A58b2534f9eb3e35f0038d51454c0b3e5,CEP/CAMPAM
Abcc4a843cbdf18e2814fc49c761bd490,WA/DE
Ad739ed7978cdb059744fb9d5af87a222,UNH/GMWICS
A77c083eb83bf1ae8c5ea254dd4ac8302,GSF
A942e467c67cd01a9fde1e4a62d8e0788,LTER/KBS
A8bd47e493e4c90b70ff00087c42347e0,NC-STATE/SOIL
A0dbe41de959687239e7eb4e0e0300a00,UN/FAO/AG/AGPC
Af620f9ab8921d735588207c70471d2f1,Worldbank
Aa2874229b05a690202a8d8f942ebe8c7,TELLUS
A3c122bd261ad59ef340e72d2612071a1,UNIROMA-TRE/FISICA/OASI
A0b68552518def5d96ea33e930944ca8a,UDEL/RDMS
A6190a728d9fddccf6edd69305605532b,UIA/PHYS
A870b3d5978890ec0a707751a5bf0c266,DOD/USNAVY/NRL/MRY
A14bfecae549f13ee079d68f5d4ae5f8f,EPA/TTN/EFIG
A806e156fb46f774503cac700f4067ebc,RICE/DES
A8d3fcef620b20ba8f4ad07c71763f8be,AMNH/CBC
A1a048e3fb511d878b94db3cd0ef6dd70,STANFORD-U/SSG/HMI
A2e68ca56161f67b98b587fb12e2fd046,AU/CSIRO/CLW
A97c450bde60c8b43d90408edbe6e1735,NASA/JPL/QUIKSCAT
A73ea390731717e573ae92cb0ad2760db,"IPRC/SOEST University of Hawaii, Manoa"
Acdb7ce2d0d382a21f3056d76e1a5fc94,NL/NIOO-KNAW
Afe1f26b5529f092bc4413ff522497761,UN/WHO/UNICEF/JMP
Aa909ab641735bd85c44f2885e8a7b7cd,UA/UAS/UHMI
Ad3e41b90a75146d0e6df6bc2a8692eb8,MO/D-CON/NATURE
Aaf5e09257b1f7ca7cafa0f5bffa1c820,USDA/ARS/CMAVE/PBRU
A1b841f48d28d5326b08b51108e9f6ef8,DOC/NOAA/NWS/NCEP/EMC
A5f98173445a6de7fe3048a7dba07851d,UN/WMO
A116647078e401b4cf6552a7351dd104a,ISCGM
A0d6893446ba12bc46483b854b2820d06,CA/NRCAN/ESS/NAPL
Aac436ea2e2e1bb1b87338d950a834237,IN/NIO
Aa72eb22b9ccb765ab08ee00f9c7e2231,DOC/NOAA/NWS/TLH
Ae5bddeda6fc4f8b5df0a79d201cb3fdf,SYRACUSE/ES
Acce0351fcc3178fe9b0467cbe132eab7,DE/GFZ/ISDC
A5732323d53a7c594efe3494ba2b73b34,PURDUE/EXTENSION
A9dc8cc59cec69649b9da9627c99611ce,BR/INPE/CPTEC
A1f9329542a7a27abdf72ae401d83c2ce,DOE/LANL
A22552ab5bbc153261e300997cfba0e45,EPA/OSWER
A6e2807816e9d2621b7e5dffff6c33711,EFI
A97e8c42d7e79ce04f8102888cd430ec9,DOI/USGS/WRD/NAWQA
Ad25158827424799225ee9b3eccc4ffee,FR/CNRS-NAMC/UNIV PARIS11
Ac8fcaaa642d04c8ddd8a6af320e1b8f2,DOI/NPS/SKCNP
A4f51dec23c421546d46ba002096cc537,PT/AG/IPIMAR
A6898701626567b8aa3b615c44293e748,OR-STATE/BG
A23dded89fa8bd4e78ea2bebc300105a2,USDA/ARS/BARC/PSI/ACSL
A08e12c946382312fb91d6e9dd97ee617,CORNELL/EAS/ATMO
A3c9596beeb28c0e232f46318fe0d1f96,"WDC/SEP, MOSCOW"
Aa1fe5f506adb81b7fb87fc30b93c931b,NASA/GSFC/SED/HSD/GPL/CCMC
A6e2d148c6bebdc24167733412649ae85,SPURS Project
Af120eb13521a5bf1e4a779df81c3a9f2,CA/NFLD/PARKSDIV
A643f8aeac63ad74266191eb6da0b09e9,RSI
A2d6fdc368d6620b7309bca9f93ad6955,UHI/SOEST/OCEAN
A09b9f2c4a6fb76f64c9326a8fe900575,UVA-ESP/PHYS
A852fbc34d5042219cb5ac67ceb3d430b,TOLWEB
A3c9fd1750c960845cc884ea8088a76b1,DOC/NTIS/GRC
A19cb3c7b5f7b7bfc72af6a8d397bf76d,DRI
A8ff3f0fbee31cce5dc7618600179b0d5,DOI/USGS/WRD/
Ac88cb44a50d506ae5c3c691a27b2cf35,UFL/IFAS
Ae025c6e7a8ab5beab8283f01b8b34f1b,UGA/NUVMC
A84f42e23f513a913e501f89d62d8fe11,UC-SB/DES
Abfd1b33340505f7158287c7884e1fa2a,UMT/CFC/DECS
A9eb61c3bdd46eaa5008f3e5f70010ed0,UNIVPM/IBG
Ad2c1ababae89974b5f07d0e6559c75e2,NASA/GSFC/SED/ESD/LSSP/GP/EDB
Addb5ba62a78687c15e9f51431c8791b9,PDX/GEOL
A9cea908cf7489f0419f0479b42115046,UND
A18dcc58a8af7c049823fa889b602f8f8,"WDC/RADIATION, ST. PETERSBURG"
Af0fd4d9e4c2f4eeba30ebf739ce85b06,PRINCETON/AOS
A8b3ee7c9ed6cb33a6043beb2b93c46fa,JP/GSH
A9ba6bd3a0def07fea6014dc6572c2278,IT/CNR/ICMIB
Ab95d4483e16f13cbec1b726f0d8822ef,UWI-MAD/SSEC/CIMSS
A3211c4e7decab4eaa0a53a98ecb6de04,NO/NGU
A2acf5259e978d49f4aab661d6084829e,NASA/ARC/ESD/ESPO
A9a3d8a372bf230b6c0cfeb9a1b36e431,NZ/GNS
A3a9e80665ccd955e1b1f38a77302d7ef,IUCN/SSC
A8abb1703026c5c402408c3856dcac6db,UCO/LASP/LISIRD
A489d9afaf4cb57b13c5a347a53990445,USDA/NRCS/NPDC
A3c72cfba115ea0fda139ae8d96fcd892,CALSTATE-HAYWARD/GEOL
A321d5620e5e39b8ddfdf5b8603ed418d,CA/NS/NATR/RRB/FD
Ae8bb45e4c1e90d404bc71e76f82ae233,NM-STATE/CAHE/AGHORT
A07de6ce7880f82a6b4395b955f2b7f6a,NL/PBL
A4ba1c6ad3d2678f9581a0d3d003e0411,DOC/NOAA/NESDIS/NODC/OCL
Aae5b813b9b18f8760d5a612341a09f67,CPC
A39d4feb7333b64d4803c98d8bac6bc5e,OR-STATE/COAS
A1e5939b4dbb27c5ac21209562c6ef367,U-MIAMI/RSMAS
A8cfc02d9c690ae287d57c31365a31e95,FREIBURG/IPG
A6651e09d6c6f0eae45c11bb969ac8ae4,TOWSON-U/CSM
A6bba9be90a06dd3cecf51b9fcfb00799,Canada Meteorological Center
A07c0d15eb8de77c95c865e280dd4cd69,MBARI
A3b5dcd6b75b1939a41c4ff8ad32371ee,CA/PEI/AF
Ac319a3325020f3c1409e50947f65c519,JP/GSI
Ab395c44ce6b98e7afcecc1ee16ee4399,FR/CNRS/CEFE
A90263484ce034408e413b06c1c8340cf,AU/BOM/WARO
A01b9278cf368ffdffcd49eab0b9c3cca,CA/NRCAN/ESS/GSC/BOOK
A2989cf54751cda528ad10204bccc0c7a,UWI-OSH/GEOL
Ae9d484fd19088ab1f256261f4f08f6ef,DOC/NOAA/NWS/NCEP/NCO
A9ed0be488be661c9439939169a01d029,UHI/SOEST/OCEAN/SLC/JASL
Ab75e184fe537fd76948486e9083db734,U-NCL/EDDI
Aa2808943319ce802cbd129b254f5bc75,DOC/NOAA/NWS/NCEP/TPC/NHC
A4dc9bb9a00ed3d43dc0d13bc16c6bd3c,CA/EC/EPB/ATL
A91af15f397cb0f9fc8f1efb32a094e09,USDA/ARS/AFRS
Aaf63567e9fe63cde55ce6defb88209bc,GRACE/JPL
Afe1d03c037e8fd78d8fd3fc2d538e7e9,JAXA
Aef8752440eab353aed94c4a5d6872c73,DOI/USGS/GD/EHP/NEIC
A18266be8a5d150450aa3d142c84bb70a,DOI/USGS/GD/NGP
A4584ec6d9489ababb6e4216b98304739,UWA/ATMOS/JISAO
A9b0468975814ac2b5bf97abff6368d84,WHOI/MVCO
A21cb5f90e6e73d5aa338c007c4a67040,973 DATA CENTER
A1f030ba05a1aa8515529fbccb5184bee,UNICAMP/IB
A0ba4da94845ecdf56639d327c1273411,DWM
Aa3364dfd1a01645c31d6ced409d44cca,DOC/NOAA/NWS/NCEP/EMC/GCWMB
Ad52cf0f4dcfc2ccee07175067bf867cc,VRIJE-B/CHEM/ANCH
A8e70b45468dd25a70003689d86730c31,United Kingdom Met Office
Aba0fbdc224e5644f2feee9710254d553,USDA/CSREES/SDCES/SDSU
A1556105493843093abcb2391faef2fea,DOI/USGS/GEOG/WRG
A48f5bcd071dcc8ab2bbf533e27b17a33,SD-STATE/SDSMT
A38a8c58eb7f0a4fb7eb5af98c23c0611,LSSU/GEOL
Afdca2c67d6bfeae2489918cf8be24637,MA/MASSGIS
Add7d0cf60773a63a996b9eab5fd84387,SCRIPPS/PORD
A162c6a4d98d57e434cfb39427eadcb1e,DOD/USAF/AFCCC
Ae07832b53ec587d7bbd62afe05fefad8,UWI-MAD/SSEC/AMRC
Ab75cafe346428b07ce2e9ee3921c103c,NL/KNAW/DANS
A08fd088c003cce3123caee5d8fe74368,DANBIF
A1ed8f8939f2d9e910e0d0c9173b709a1,SCRIPPS/C4
A0792407371a2547080717cd5a4031816,UC-IRVINE/PHYSSCI/CHEM
A29c5963caf942a0b8810fb80898a4ccb,"Aquarius Project NASA/OBPG, Reynolds & Smith NOAA/NCDC"
Ad738b2cb126ff463706c80beaf34adba,FL/FWC/FMRI
Ab40427f7fb623dea0cb3a91bd819fad0,UMICH/SNRE
Af516e7a4832fd7958af79190b6b0366b,CA/ON/MNR/NHIC
A4669033080adb9af2ab70b5d24c25cc8,DK/MFAF/DIFRES
Ad9d12067122192d4e766fd62c2cbf764,CA/SSA
A266959af707cbfda9269ca5d62d3dcd9,USAP/DC
Ac1d88f2c33e99521fcea705fea1acdee,NASA/GSFC/SED/ESD/LA/ACDB
Af29419cfa9c4f327914ac9a1e8fe7eb0,UT/CLIM
A6b8f68b07223fe446ec9f930f1f199dc,NSIDC_NOAA
A8826ac31ec3f92dfc8e996c9303caa4e,DOC/NOAA/OAR/ESRL/PSD
Aa30300217406fd5b16c6d05d033f9679,NASA/GSFC/SED/ESD/HBSL/BISB/LANCEMODIS
A099885f777482f957a49ee43de7ab2ee,UNM/EDAC/EDACESIP
A8fb7c35a8601b6d548c874f89563ad2b,NC-STATE/MEAS
Aea31badca7c9daaba7daf5a955fd1ca1,UMD/METEO
Ae9b5c7bccd6b34bd7088ac05d5ae14d6,UCT/OCEAN
A444652d2ca8dc672bd92c8ec54b00ebd,FR/MNHN
Af3ff72dfedd344b03cbad10df0caf5a7,UC-BERKELEY/ESML
Ae82f7cc856f1e6d3d6a24fff1d2b7991,NASA/JPL/OSTM
A5fc3f1f2cc1b9abf3779ec3f89c9152b,Australian Bureau of Meteorology
A64ff6ae862e050ed4e4c4ddd93db10a1,DOI/MMS/POCS
Abc9bd6d24455cc912cfb5a7e662ff9cd,ST-OLAF/CEGSIC
A2ad58c025312e98bf86e524ad027adef,UCO/LASP
A69bd851f3fe1ced1e5f5f351b81163c1,UMASS-D/SMAST
A935add37c1229c12bc5fc8fbaa394cf4,CA/ON/OTTAWA
A697b1728d3e0a3953f4590b8a544e74c,FI/VTTIT/RSG
Abce9c7f18e7556b24b4b1830162fb1dd,DOD/USNAVY/NPS
A2e3a0fa225199d631f41a9d3544cd958,IOBIS/OBIS-US
A3c73b6dea9c75a0c9f6106aa90e00763,UNLP/FCAGLP
Aab800630344a5b3ef83e4ff0d8352729,UC-DAVIS/CAES/LAWR/ATMO
Af8b8a5917596189d52bec20426f834bf,CN/MST/NRSCC
Af1e8c71903b56e1df74b4e5d71ec51d0,OITA/CHEM-ENG
A870d5ed08e143be25e1971ec9e81a1ea,JP/JWA/MIC
Aba429ad9a768d3c7329a968c0167dcad,CHA
A659f7c7325029dfafac517a1882b0410,UCONN/MARINE
A437f54e7925b25791a1e237cc451db82,KILLI-DATA
A2ce7a8d2d2cd6bf6b6f9d690e4a2a2a7,SEPM
Aecf7c07ac34733754adfcee372b20044,AU/OCEANS
A4ff9df10e2939e6bda0f76d097ca3c6c,U-HELSINKI/DPS/DOG
A887d559416c36bdd41a1942432fff912,CA/NRCAN/ESS/GC/MSB
A18ef7f6065281d20a5eaf395d5f4d3c6,UNIROMA/DBV
A0a74a9fdb78dccd427a8d5b4a9c7db83,SI/SERC
A7368074d9505c331faeb1344a1574e00,IOW
A1f02015f3f01b76e98ad4d3cf9a89e09,U-OREGON/GS
Af24f7dc925f93d1c63b93ce2793f5e3e,COLGATE/GEOL
Ac079bf1e4e8d4d98b95726f6d9947a8b,JHU/APL/ORSG
Acac00046567f2b0a52f22722237816e6,CSANY/INFOSHARE
A5a9725a02785dfc67d75f070ef345510,USDA/ARS/LARRL
Ae5575d364ebc9da4e2ab9df8b5d13b11,NTNU/BIO
Ab7a1724f0a49d4b04d2b22b79aaba2e5,DOC/NOAA/NWS/ILN
A0f8fb7867082ca0510a296fc05240b95,NASA/GSFC/SED/ESD/BSL/SDST
Aed8d7cf36d40ea30b1edd31b5bc7e47d,WHOI/DGG/NOSAMS
Ac9f8472753fc9f0755cbb28691c0dabe,ULCO
A892d07c083c9acf6212c77c75ba63951,UNB/CEMAR
A4d9fd129b100e28f78cdc8df39e6572c,RU/RAS/SCG
A9cca6312e8f16d96c310ff4d8c368286,UNI-EMAU/IBLE
A906edbbcc67a38c422ffdd3533f537bd,JHU/APL/WOOD
A5d5450df10772f8f188fef056bffd692,KSU/CA/AGRON
A458868f5c8d5563e6f65c079fe7f6b73,ER/MAGIC
A542b8bb7972da854efbb39c28e37e292,U-OSLO/GEO
A79661ff25e39af70fc48d7785f587e85,ACB
A51994c6be2fb01698135c354bf6f9314,CA/EC/EPS/PDB/NPRI
A26d2e263646f1579696154701f872989,COA/GISLAB
A338e625ded3c2adb91ad661e38638826,"NASA GSFC Hydrological Sciences Branch, Laboratory for Hydrospheric Processes"
A9115b5920eb23ea67b40e42701d1d1fa,NASA/GSFC/WFF/HBSL/OS
A66a6e5751689a1b22a756ac9afbca79b,UAL-H/ATMOS
A577457d201dac15cb4cccffa384f0c39,LTER/KNZ
A4ea5eb94598f5adc5be2457aa122b190,USDA/CSREES/CRIS
Aa079bfbfd0ef770b10421039a33708fe,LB/PO
Ac331da575c7eb6f801042d5153adc8a3,USGS
A4b45716452145dc9ad94bf04e3b60e5c,SATOBSYS
A350b4081681a55c59c17ce8ca6e20fee,NOPP/ECCO
Ab9184a9a6a2f6066be3b8533bdea11d9,SSC/SATELLITBILD
A0951cf7821dc08defde8deb5074653f3,UMN-D/EES
A99a27507e5e6e314ad3180ecf7e57583,HOKKAIDO/FISH/ODYSSEY
Ab050d8bfe2303f8960377977d4d19cab,OK/OCS
Ae34531e93b6fd76047167ce7ef31dde2,LTER/FCE
Adb2510035ac100ed74f8b34c830a375f,NASA/GSFC/SED/ESD/HBSL/BSB/FED
Aced7419b766e5715e6c7c6a29b6b0b4d,MPI-CH/GEOCHEM
Add27e6484d98c9ab4903567e91e08829,WNPS/WENATCHEE/SKIS
Aa994e68ee43f6fc1bf8cd1514e608c17,OXY/GEOLOGY
A489beb7551001e593982d09add5ecb1d,RUTGERS/CC/DES/GSMDB
A79ebf2733c67c032526622fb656fcf95,EPA/SUPERFUND
A342538fad798036690c8025a9d1c314b,OR-STATE/LARSE
A652e2bbf9136e890c61ab7844220006a,USDA/FS/AFC
Ae379908bbe81d5abf801bc6aa9ca2b73,UNGEMS_WATER
A21fe5f64a54526e6cfbce87ce240a0d7,AUGSBURG/PHYS/MACCS
A4c350323c356fe5cb3ff4ca5ee9aa617,EU/SEANET
A48fb86a375b7fa2dcbf1f184278eb66d,UND/NSERC
Aa65ab7447a5cda41b88a1f4a82db7fb9,CN/CERN
A237e3716c9ad0ebc00acddbe63228c10,DOI/USGS/USANPN
A96d4cdff8ed57e93e3b3d843cffe3af7,BP
Afbe169319a408fde1ed6f532d7345cdb,USDA/NRCS/CED
A9e0093f6a73b5c254b95fad9e7e32a6a,COLUMBIA/LDEO/MGDS
Ac11c6eb0e3d05eb4ce54e5a55dc7f315,BLI
Ab45755fb28ebf6ad845a9819d2d44907,PURDUE/CERIS/ENTM
A08c4e56bdf8738d4761fc85959bd5fcd,USDA/ERS
